Why distributed database design is more preferred over centralized design to 08 implement DNS in the Internet? Justify. Also explain the way of DNS servers to handle the recursive DNS query using suitable diagram.,Evaluating,CN
 Explain the working of electronic mail protocols SMTP, IMAP and POP3 in brief 08 with suitable diagram ,Understanding,CN
What do you mean by congestion and overflow? Explain the slow-start 07 component of the TCP congestion-control algorithm,Understanding,CN
Explain the TCP Segment structure and justify the importance of its field values,Understanding,CN
Explain IPv4 datagram format and importance of each filed,Understanding,CN
How pipeline approach improves the overall sender utilization time? Explain Go-Back-N pipeline approach in transport layer.,understanding,CN
How many packets overhead while doing the data communication using TCP,Applying, CN
 
Explain the Link-State (LS) routing algorithm,Understanding,CN
Explain slotted ALOHA channel access technique,Understanding,CN
Explain Distance-Vector (DV) routing algorithm,Understanding,CN
Explain ARP and justify why ARP query sent within a broadcast frame and ARP 07 response sent within a frame with specific destination MAC address?,evaluating,CN
Explain the various transmission impairments in data communication.,Understanding,CN
List the Line Coding schemes in digital transmission,Remembering,CN
Define spread spectrum. Explain FHSS and DSSS,understanding, CN
 
State and explain the Nyquist theorem and Shannon capacity and solve the following example,understanding,CN
What is circuit switching ? Explain circuit switching in detail with its advantages and disadvantages,Remembering,CN
Explain ISO/OSI model in detail,Understanding,CN
Write a short note on Fiber optic cable,remembering,CN
What is Hamming distance ? Explain it with an example. Explain simple parity check code.,Remembering,CN
Explain Error Detection and Correction in Block Coding.,Understanding,CN
What is CRC ? Explain CRC generator and CRC checker with suitable example.,Remembering, CN
 
What is Checksum ? Describe in detail internet Checksum method with suitable example,Remembering,CN
What is HDLC ? Explain with the help of its frame format. Describe all fields in detail.,Remembering,CN
 Differentiate : 10Base2, 10Base5 and 10BaseT specification ,Understanding,CN
Write a short note on Spread Spectrum,Remembering,CN
Write a short note on transmission modes in detail,Remembering,CN
Explain guided media with suitable diagrams,understanding,CN
Write a short note on internet checksum,understanding, CN
 
 Compare and contrast circuit switched network with packet,analysing,CN
Explain different addressing schemes in TCP/IP model.,Understanding,CN
What is CRC ? Generate the CRC code for message 1101010101.,Remembering,CN
Discuss the concept of redundancy in error detection and correction.,Understanding,CN
 Explain in detail Go-Back-N and Selective Repeat ARQ System,Understanding,CN
Discuss Fast Ethernet technology in brief. State its specification,creating,CN
Explain CSMA and CSMA/CD. Also comment on the efficiency of each,Understanding, CN
 
Distinguish between baseband transmission and broadband transmission.,understanding,CN
Explain pulse code modulation,understanding,CN
Explain ISO-OSI model in detail,understanding,CN
Explain  the Go-back-N automatic repeat request protocol,understanding,CN
Write a short note on TCP/IP protocol stack,remembering,CN
